tag,holdout,support_id,job_id,weight,rank
pew_w154_diff1_uniform_n208,hobbies,44,pew_w154_diff1_uniform_n96_044,0.009212225324800618,25
pew_w154_diff1_uniform_n208,hobbies,45,pew_w154_diff1_uniform_n96_045,3.9916001874033225e-05,176
pew_w154_diff1_uniform_n208,hobbies,46,pew_w154_diff1_uniform_n96_046,2.9058249195198258e-05,185
pew_w154_diff1_uniform_n208,hobbies,47,pew_w154_diff1_uniform_n96_047,0.03700913137866326,8
pew_w154_diff1_uniform_n208,hobbies,48,pew_w154_diff1_uniform_n96_048,0.02830390931252277,10
pew_w154_diff1_uniform_n208,hobbies,49,pew_w154_diff1_uniform_n96_049,6.748618529876254e-06,197
pew_w154_diff1_uniform_n208,hobbies,50,pew_w154_diff1_uniform_n96_050,5.146521902448435e-06,199
pew_w154_diff1_uniform_n208,hobbies,51,pew_w154_diff1_uniform_n96_051,0.0046445935221457405,43
pew_w154_diff1_uniform_n208,hobbies,52,pew_w154_diff1_uniform_n96_052,0.002843119795151299,53
pew_w154_diff1_uniform_n208,hobbies,53,pew_w154_diff1_uniform_n96_053,3.58191859023231e-05,180
pew_w154_diff1_uniform_n208,hobbies,54,pew_w154_diff1_uniform_n96_054,2.0419903151285335e-05,193
pew_w154_diff1_uniform_n208,hobbies,55,pew_w154_diff1_uniform_n96_055,0.012989331154740035,17
pew_w154_diff1_uniform_n208,hobbies,56,pew_w154_diff1_uniform_n96_056,0.010022287753437997,22
pew_w154_diff1_uniform_n208,hobbies,57,pew_w154_diff1_uniform_n96_057,4.07067130855339e-05,175
pew_w154_diff1_uniform_n208,hobbies,58,pew_w154_diff1_uniform_n96_058,5.240582985196074e-05,160
pew_w154_diff1_uniform_n208,hobbies,59,pew_w154_diff1_uniform_n96_059,0.00995776840115326,23
pew_w154_diff1_uniform_n208,hobbies,60,pew_w154_diff1_uniform_n96_060,0.023834432819916915,12
pew_w154_diff1_uniform_n208,hobbies,61,pew_w154_diff1_uniform_n96_061,2.7211329751653694e-05,188
pew_w154_diff1_uniform_n208,hobbies,62,pew_w154_diff1_uniform_n96_062,2.4929280239989195e-05,189
pew_w154_diff1_uniform_n208,hobbies,63,pew_w154_diff1_uniform_n96_063,0.07464235771877656,3
pew_w154_diff1_uniform_n208,hobbies,64,pew_w154_diff1_uniform_n96_064,0.06588346937812345,5
pew_w154_diff1_uniform_n208,hobbies,65,pew_w154_diff1_uniform_n96_065,2.0243072297927086e-06,205
pew_w154_diff1_uniform_n208,hobbies,66,pew_w154_diff1_uniform_n96_066,2.817868623443976e-06,203
pew_w154_diff1_uniform_n208,hobbies,67,pew_w154_diff1_uniform_n96_067,0.0049598740169012594,39
pew_w154_diff1_uniform_n208,hobbies,68,pew_w154_diff1_uniform_n96_068,0.0021687855406616083,56
pew_w154_diff1_uniform_n208,hobbies,69,pew_w154_diff1_uniform_n96_069,4.160906801396529e-05,171
pew_w154_diff1_uniform_n208,hobbies,70,pew_w154_diff1_uniform_n96_070,3.7299566476417305e-05,178
pew_w154_diff1_uniform_n208,hobbies,71,pew_w154_diff1_uniform_n96_071,0.006112434031679713,32
pew_w154_diff1_uniform_n208,hobbies,72,pew_w154_diff1_uniform_n96_072,0.004832539607135931,42
pew_w154_diff1_uniform_n208,hobbies,73,pew_w154_diff1_uniform_n96_073,3.0045116983134457e-05,184
pew_w154_diff1_uniform_n208,hobbies,74,pew_w154_diff1_uniform_n96_074,4.3098083932678224e-05,169
pew_w154_diff1_uniform_n208,hobbies,75,pew_w154_diff1_uniform_n96_075,0.004127307718176185,45
pew_w154_diff1_uniform_n208,hobbies,76,pew_w154_diff1_uniform_n96_076,0.007753414871551228,27
pew_w154_diff1_uniform_n208,hobbies,77,pew_w154_diff1_uniform_n96_077,4.3171243660073696e-05,168
pew_w154_diff1_uniform_n208,hobbies,78,pew_w154_diff1_uniform_n96_078,4.21282468678733e-05,170
pew_w154_diff1_uniform_n208,hobbies,79,pew_w154_diff1_uniform_n96_079,0.03437715371232333,9
pew_w154_diff1_uniform_n208,hobbies,80,pew_w154_diff1_uniform_n96_080,0.022046862042640936,13
pew_w154_diff1_uniform_n208,hobbies,81,pew_w154_diff1_uniform_n96_081,2.034719199357608e-06,204
pew_w154_diff1_uniform_n208,hobbies,82,pew_w154_diff1_uniform_n96_082,4.203955953818587e-06,201
pew_w154_diff1_uniform_n208,hobbies,83,pew_w154_diff1_uniform_n96_083,0.005054439932081272,38
pew_w154_diff1_uniform_n208,hobbies,84,pew_w154_diff1_uniform_n96_084,0.0042507903604509165,44
pew_w154_diff1_uniform_n208,hobbies,85,pew_w154_diff1_uniform_n96_085,1.853882860217444e-05,196
pew_w154_diff1_uniform_n208,hobbies,86,pew_w154_diff1_uniform_n96_086,2.059602310438486e-05,192
pew_w154_diff1_uniform_n208,hobbies,87,pew_w154_diff1_uniform_n96_087,0.011905721198263376,18
pew_w154_diff1_uniform_n208,hobbies,88,pew_w154_diff1_uniform_n96_088,0.006671844617327635,29
pew_w154_diff1_uniform_n208,hobbies,89,pew_w154_diff1_uniform_n96_089,6.503768396332518e-05,149
pew_w154_diff1_uniform_n208,hobbies,90,pew_w154_diff1_uniform_n96_090,1.885828874185739e-05,194
pew_w154_diff1_uniform_n208,hobbies,91,pew_w154_diff1_uniform_n96_091,0.009516951299924673,24
pew_w154_diff1_uniform_n208,hobbies,92,pew_w154_diff1_uniform_n96_092,0.010167934130121315,21
pew_w154_diff1_uniform_n208,hobbies,93,pew_w154_diff1_uniform_n96_093,3.703771500927339e-05,179
pew_w154_diff1_uniform_n208,hobbies,94,pew_w154_diff1_uniform_n96_094,4.589951703354582e-05,166
pew_w154_diff1_uniform_n208,hobbies,95,pew_w154_diff1_uniform_n96_095,0.10050290156143293,1
pew_w154_diff1_uniform_n208,hobbies,96,pew_w154_diff1_uniform_n96_096,0.06712072437493839,4
pew_w154_diff1_uniform_n208,hobbies,97,pew_w154_diff1_uniform_repair_r1_097,5.597001645691312e-05,158
pew_w154_diff1_uniform_n208,hobbies,98,pew_w154_diff1_uniform_repair_r1_098,9.957251355857003e-05,125
pew_w154_diff1_uniform_n208,hobbies,99,pew_w154_diff1_uniform_repair_r1_099,0.0013162853833685473,71
pew_w154_diff1_uniform_n208,hobbies,100,pew_w154_diff1_uniform_repair_r1_100,0.0015953803419421616,65
pew_w154_diff1_uniform_n208,hobbies,101,pew_w154_diff1_uniform_repair_r1_101,0.0018271865505955268,59
pew_w154_diff1_uniform_n208,hobbies,102,pew_w154_diff1_uniform_repair_r1_102,0.0007882426601997908,89
pew_w154_diff1_uniform_n208,hobbies,103,pew_w154_diff1_uniform_repair_r1_103,0.00015201492896043165,94
pew_w154_diff1_uniform_n208,hobbies,104,pew_w154_diff1_uniform_repair_r1_104,0.0009673882182039417,80
pew_w154_diff1_uniform_n208,hobbies,105,pew_w154_diff1_uniform_repair_r1_105,7.078244423220227e-05,145
pew_w154_diff1_uniform_n208,hobbies,106,pew_w154_diff1_uniform_repair_r1_106,0.0034509420482508515,48
pew_w154_diff1_uniform_n208,hobbies,107,pew_w154_diff1_uniform_repair_r1_107,0.00011197369729726568,114
pew_w154_diff1_uniform_n208,hobbies,108,pew_w154_diff1_uniform_repair_r1_108,0.00010699520057107676,121
pew_w154_diff1_uniform_n208,hobbies,109,pew_w154_diff1_uniform_repair_r1_109,0.00011144990364173816,115
pew_w154_diff1_uniform_n208,hobbies,110,pew_w154_diff1_uniform_repair_r1_110,6.06598812263878e-05,153
pew_w154_diff1_uniform_n208,hobbies,111,pew_w154_diff1_uniform_repair_r1_111,0.0008742866565931393,84
pew_w154_diff1_uniform_n208,hobbies,112,pew_w154_diff1_uniform_repair_r1_112,0.00011562380441861078,110
pew_w154_diff1_uniform_n208,hobbies,113,pew_w154_diff1_uniform_repair_r1_113,0.0005647500286332652,92
pew_w154_diff1_uniform_n208,hobbies,114,pew_w154_diff1_uniform_repair_r1_114,9.280023351567631e-05,130
pew_w154_diff1_uniform_n208,hobbies,115,pew_w154_diff1_uniform_repair_r1_115,0.0001459040090866162,98
pew_w154_diff1_uniform_n208,hobbies,116,pew_w154_diff1_uniform_repair_r1_116,0.00010946513016933928,117
pew_w154_diff1_uniform_n208,hobbies,117,pew_w154_diff1_uniform_repair_r1_117,0.00010795578873038124,118
pew_w154_diff1_uniform_n208,hobbies,118,pew_w154_diff1_uniform_repair_r1_118,0.00015930521460791032,93
pew_w154_diff1_uniform_n208,hobbies,119,pew_w154_diff1_uniform_repair_r1_119,0.0009544852440561323,82
pew_w154_diff1_uniform_n208,hobbies,120,pew_w154_diff1_uniform_repair_r1_120,6.729026043194367e-05,147
pew_w154_diff1_uniform_n208,hobbies,121,pew_w154_diff1_uniform_repair_r1_121,0.0011977779930924298,78
pew_w154_diff1_uniform_n208,hobbies,122,pew_w154_diff1_uniform_repair_r1_122,0.001542750469330422,67
pew_w154_diff1_uniform_n208,hobbies,123,pew_w154_diff1_uniform_repair_r1_123,6.403494245962474e-05,150
pew_w154_diff1_uniform_n208,hobbies,124,pew_w154_diff1_uniform_repair_r1_124,0.00012066791108981555,107
pew_w154_diff1_uniform_n208,hobbies,125,pew_w154_diff1_uniform_repair_r1_125,0.0030081211093258256,51
pew_w154_diff1_uniform_n208,hobbies,126,pew_w154_diff1_uniform_repair_r1_126,0.00010952815705378801,116
pew_w154_diff1_uniform_n208,hobbies,127,pew_w154_diff1_uniform_repair_r1_127,0.0008004248286518058,88
pew_w154_diff1_uniform_n208,hobbies,128,pew_w154_diff1_uniform_repair_r1_128,0.0011815008643116887,79
pew_w154_diff1_uniform_n208,hobbies,129,pew_w154_diff1_uniform_repair_r1_129,0.00014627496217477456,97
pew_w154_diff1_uniform_n208,hobbies,130,pew_w154_diff1_uniform_repair_r1_130,0.00011475933993688432,112
pew_w154_diff1_uniform_n208,hobbies,131,pew_w154_diff1_uniform_repair_r1_131,0.0014664637952211015,68
pew_w154_diff1_uniform_n208,hobbies,132,pew_w154_diff1_uniform_repair_r1_132,0.00010404765552672507,123
pew_w154_diff1_uniform_n208,hobbies,133,pew_w154_diff1_uniform_repair_r1_133,0.002521157098379737,54
pew_w154_diff1_uniform_n208,hobbies,134,pew_w154_diff1_uniform_repair_r1_134,0.0018721240175064242,57
pew_w154_diff1_uniform_n208,hobbies,135,pew_w154_diff1_uniform_repair_r1_135,0.00013668240164093964,99
pew_w154_diff1_uniform_n208,hobbies,136,pew_w154_diff1_uniform_repair_r1_136,0.0012393788160313427,75
pew_w154_diff1_uniform_n208,hobbies,137,pew_w154_diff1_uniform_repair_r1_137,0.0013308169936144029,70
pew_w154_diff1_uniform_n208,hobbies,138,pew_w154_diff1_uniform_repair_r1_138,4.974943901518111e-05,162
pew_w154_diff1_uniform_n208,hobbies,139,pew_w154_diff1_uniform_repair_r1_139,8.253546071455865e-05,135
pew_w154_diff1_uniform_n208,hobbies,140,pew_w154_diff1_uniform_repair_r1_140,0.003217318379900205,50
pew_w154_diff1_uniform_n208,hobbies,141,pew_w154_diff1_uniform_repair_r1_141,6.921144552566897e-05,146
pew_w154_diff1_uniform_n208,hobbies,142,pew_w154_diff1_uniform_repair_r1_142,7.162479214333807e-05,144
pew_w154_diff1_uniform_n208,hobbies,143,pew_w154_diff1_uniform_repair_r1_143,9.675591680625348e-05,128
pew_w154_diff1_uniform_n208,hobbies,144,pew_w154_diff1_uniform_repair_r1_144,0.0009651862267214999,81
pew_w154_diff1_uniform_n208,hobbies,145,pew_w154_diff1_uniform_repair_r1_145,0.0016851310308934639,63
pew_w154_diff1_uniform_n208,hobbies,146,pew_w154_diff1_uniform_repair_r1_146,0.0001154333697926956,111
pew_w154_diff1_uniform_n208,hobbies,147,pew_w154_diff1_uniform_repair_r1_147,8.979326097177232e-05,131
pew_w154_diff1_uniform_n208,hobbies,148,pew_w154_diff1_uniform_repair_r1_148,0.00012063450856897789,108
pew_w154_diff1_uniform_n208,hobbies,149,pew_w154_diff1_uniform_repair_r1_149,0.0012647078767421503,74
pew_w154_diff1_uniform_n208,hobbies,150,pew_w154_diff1_uniform_repair_r1_150,0.00015068692635303993,95
pew_w154_diff1_uniform_n208,hobbies,151,pew_w154_diff1_uniform_repair_r1_151,0.001228250122368702,76
pew_w154_diff1_uniform_n208,hobbies,152,pew_w154_diff1_uniform_repair_r1_152,4.360686790904913e-05,167
pew_w154_diff1_uniform_n208,hobbies,153,pew_w154_diff1_uniform_repair_r1_153,0.00010316583588652285,124
pew_w154_diff1_uniform_n208,hobbies,154,pew_w154_diff1_uniform_repair_r1_154,0.0008214604278425512,87
pew_w154_diff1_uniform_n208,hobbies,155,pew_w154_diff1_uniform_repair_r1_155,0.0001046386767262999,122
pew_w154_diff1_uniform_n208,hobbies,156,pew_w154_diff1_uniform_repair_r1_156,0.005400594472987708,35
pew_w154_diff1_uniform_n208,hobbies,157,pew_w154_diff1_uniform_repair_r1_157,6.061321232486407e-05,154
pew_w154_diff1_uniform_n208,hobbies,158,pew_w154_diff1_uniform_repair_r1_158,7.971926764526794e-05,140
pew_w154_diff1_uniform_n208,hobbies,159,pew_w154_diff1_uniform_repair_r1_159,0.00176576886747338,60
pew_w154_diff1_uniform_n208,hobbies,160,pew_w154_diff1_uniform_repair_r1_160,0.00013375813723235158,100
pew_w154_diff1_uniform_n208,hobbies,161,pew_w154_diff1_uniform_repair_r2_161,8.187419119803657e-05,137
pew_w154_diff1_uniform_n208,hobbies,162,pew_w154_diff1_uniform_repair_r2_162,4.1077460181536276e-05,173
pew_w154_diff1_uniform_n208,hobbies,163,pew_w154_diff1_uniform_repair_r2_163,0.0033282576391280173,49
pew_w154_diff1_uniform_n208,hobbies,164,pew_w154_diff1_uniform_repair_r2_164,0.0008505136047030363,86
pew_w154_diff1_uniform_n208,hobbies,165,pew_w154_diff1_uniform_repair_r2_165,9.757400500573485e-05,127
pew_w154_diff1_uniform_n208,hobbies,166,pew_w154_diff1_uniform_repair_r2_166,8.912473320390293e-05,132
pew_w154_diff1_uniform_n208,hobbies,167,pew_w154_diff1_uniform_repair_r2_167,0.00010771856462966271,119
pew_w154_diff1_uniform_n208,hobbies,168,pew_w154_diff1_uniform_repair_r2_168,8.253382668256595e-05,136
pew_w154_diff1_uniform_n208,hobbies,169,pew_w154_diff1_uniform_repair_r2_169,8.682448028674346e-05,134
pew_w154_diff1_uniform_n208,hobbies,170,pew_w154_diff1_uniform_repair_r2_170,4.869207733725563e-05,164
pew_w154_diff1_uniform_n208,hobbies,171,pew_w154_diff1_uniform_repair_r2_171,0.0018336767543373589,58
pew_w154_diff1_uniform_n208,hobbies,172,pew_w154_diff1_uniform_repair_r2_172,7.363647942275998e-05,142
pew_w154_diff1_uniform_n208,hobbies,173,pew_w154_diff1_uniform_repair_r2_173,5.581784076347164e-05,159
pew_w154_diff1_uniform_n208,hobbies,174,pew_w154_diff1_uniform_repair_r2_174,0.0001139935961931233,113
pew_w154_diff1_uniform_n208,hobbies,175,pew_w154_diff1_uniform_repair_r2_175,0.0001243361989745746,104
pew_w154_diff1_uniform_n208,hobbies,176,pew_w154_diff1_uniform_repair_r2_176,0.003007416212742363,52
pew_w154_diff1_uniform_n208,hobbies,177,pew_w154_diff1_uniform_repair_r2_177,0.001695151058878012,62
pew_w154_diff1_uniform_n208,hobbies,178,pew_w154_diff1_uniform_repair_r2_178,6.179055979749401e-05,152
pew_w154_diff1_uniform_n208,hobbies,179,pew_w154_diff1_uniform_repair_r2_179,7.277940384543156e-05,143
pew_w154_diff1_uniform_n208,hobbies,180,pew_w154_diff1_uniform_repair_r2_180,0.00010763801689957267,120
pew_w154_diff1_uniform_n208,hobbies,181,pew_w154_diff1_uniform_repair_r2_181,0.0001274562964352735,102
pew_w154_diff1_uniform_n208,hobbies,182,pew_w154_diff1_uniform_repair_r2_182,0.00011717213640576422,109
pew_w154_diff1_uniform_n208,hobbies,183,pew_w154_diff1_uniform_repair_r2_183,6.0032894751102125e-05,155
pew_w154_diff1_uniform_n208,hobbies,184,pew_w154_diff1_uniform_repair_r2_184,0.00012405187506738368,105
pew_w154_diff1_uniform_n208,hobbies,185,pew_w154_diff1_uniform_repair_r2_185,0.0009306903140151066,83
pew_w154_diff1_uniform_n208,hobbies,186,pew_w154_diff1_uniform_repair_r2_186,0.0035230541391032184,47
pew_w154_diff1_uniform_n208,hobbies,187,pew_w154_diff1_uniform_repair_r2_187,8.108198592708451e-05,139
pew_w154_diff1_uniform_n208,hobbies,188,pew_w154_diff1_uniform_repair_r2_188,4.716748130810086e-05,165
pew_w154_diff1_uniform_n208,hobbies,189,pew_w154_diff1_uniform_repair_r2_189,8.141283858181605e-05,138
pew_w154_diff1_uniform_n208,hobbies,190,pew_w154_diff1_uniform_repair_r2_190,9.566628991280783e-05,129
pew_w154_diff1_uniform_n208,hobbies,191,pew_w154_diff1_uniform_repair_r2_191,0.001709266674363032,61
pew_w154_diff1_uniform_n208,hobbies,192,pew_w154_diff1_uniform_repair_r2_192,0.0012671646379582655,73
pew_w154_diff1_uniform_n208,hobbies,193,pew_w154_diff1_uniform_repair_r2_193,0.0012936021625346266,72
pew_w154_diff1_uniform_n208,hobbies,194,pew_w154_diff1_uniform_repair_r2_194,0.0008656098002490359,85
pew_w154_diff1_uniform_n208,hobbies,195,pew_w154_diff1_uniform_repair_r2_195,0.0012110181518038923,77
pew_w154_diff1_uniform_n208,hobbies,196,pew_w154_diff1_uniform_repair_r2_196,6.368779045871716e-05,151
pew_w154_diff1_uniform_n208,hobbies,197,pew_w154_diff1_uniform_repair_r2_197,8.767089466086006e-05,133
pew_w154_diff1_uniform_n208,hobbies,198,pew_w154_diff1_uniform_repair_r2_198,0.0006889836730100017,90
pew_w154_diff1_uniform_n208,hobbies,199,pew_w154_diff1_uniform_repair_r2_199,0.00015054985992080545,96
pew_w154_diff1_uniform_n208,hobbies,200,pew_w154_diff1_uniform_repair_r2_200,0.0016148663773667606,64
pew_w154_diff1_uniform_n208,hobbies,201,pew_w154_diff1_uniform_repair_r2_201,0.0013592501098205214,69
pew_w154_diff1_uniform_n208,hobbies,202,pew_w154_diff1_uniform_repair_r2_202,0.00012630877775775932,103
pew_w154_diff1_uniform_n208,hobbies,203,pew_w154_diff1_uniform_repair_r2_203,0.0006771319103479551,91
pew_w154_diff1_uniform_n208,hobbies,204,pew_w154_diff1_uniform_repair_r2_204,9.957251355857003e-05,126
pew_w154_diff1_uniform_n208,hobbies,205,pew_w154_diff1_uniform_repair_r2_205,0.00012173143958632554,106
pew_w154_diff1_uniform_n208,hobbies,206,pew_w154_diff1_uniform_repair_r2_206,0.0015532934619640918,66
pew_w154_diff1_uniform_n208,hobbies,207,pew_w154_diff1_uniform_repair_r2_207,4.083325366319285e-05,174
pew_w154_diff1_uniform_n208,hobbies,208,pew_w154_diff1_uniform_repair_r2_208,0.00012954548277165027,101
pew_w154_diff1_uniform_n208,physical_abilities,1,pew_w154_diff1_uniform_n96_001,6.452995166559089e-06,206
pew_w154_diff1_uniform_n208,physical_abilities,2,pew_w154_diff1_uniform_n96_002,1.0071332809699195e-05,201
pew_w154_diff1_uniform_n208,physical_abilities,3,pew_w154_diff1_uniform_n96_003,0.009982200369227617,28
pew_w154_diff1_uniform_n208,physical_abilities,4,pew_w154_diff1_uniform_n96_004,0.0037991322708802486,46
pew_w154_diff1_uniform_n208,physical_abilities,5,pew_w154_diff1_uniform_n96_005,2.2084213370245718e-05,186
pew_w154_diff1_uniform_n208,physical_abilities,6,pew_w154_diff1_uniform_n96_006,2.109101061991509e-05,188
pew_w154_diff1_uniform_n208,physical_abilities,7,pew_w154_diff1_uniform_n96_007,0.011157370288908595,26
pew_w154_diff1_uniform_n208,physical_abilities,8,pew_w154_diff1_uniform_n96_008,0.01511743297162277,17
pew_w154_diff1_uniform_n208,physical_abilities,9,pew_w154_diff1_uniform_n96_009,1.5151306368817805e-05,195
pew_w154_diff1_uniform_n208,physical_abilities,10,pew_w154_diff1_uniform_n96_010,6.41984447453201e-06,207
pew_w154_diff1_uniform_n208,physical_abilities,11,pew_w154_diff1_uniform_n96_011,0.005496945309668854,40
pew_w154_diff1_uniform_n208,physical_abilities,12,pew_w154_diff1_uniform_n96_012,0.004209263802901121,44
pew_w154_diff1_uniform_n208,physical_abilities,13,pew_w154_diff1_uniform_n96_013,4.474764786993402e-05,153
pew_w154_diff1_uniform_n208,physical_abilities,14,pew_w154_diff1_uniform_n96_014,3.520667606930131e-05,167
pew_w154_diff1_uniform_n208,physical_abilities,15,pew_w154_diff1_uniform_n96_015,0.025921575796861267,11
pew_w154_diff1_uniform_n208,physical_abilities,16,pew_w154_diff1_uniform_n96_016,0.01511743297162277,18
pew_w154_diff1_uniform_n208,physical_abilities,17,pew_w154_diff1_uniform_n96_017,1.4844723230809544e-05,196
pew_w154_diff1_uniform_n208,physical_abilities,18,pew_w154_diff1_uniform_n96_018,2.0667709767423868e-05,190
pew_w154_diff1_uniform_n208,physical_abilities,19,pew_w154_diff1_uniform_n96_019,0.015686728615205776,16
pew_w154_diff1_uniform_n208,physical_abilities,20,pew_w154_diff1_uniform_n96_020,0.008629945416953923,36
pew_w154_diff1_uniform_n208,physical_abilities,21,pew_w154_diff1_uniform_n96_021,3.596943435058771e-05,166
pew_w154_diff1_uniform_n208,physical_abilities,22,pew_w154_diff1_uniform_n96_022,3.6739240103895806e-05,165
pew_w154_diff1_uniform_n208,physical_abilities,23,pew_w154_diff1_uniform_n96_023,0.029007863068883224,10
pew_w154_diff1_uniform_n208,physical_abilities,24,pew_w154_diff1_uniform_n96_024,0.012628531129012282,22
pew_w154_diff1_uniform_n208,physical_abilities,25,pew_w154_diff1_uniform_n96_025,3.4182903473137645e-05,168
pew_w154_diff1_uniform_n208,physical_abilities,26,pew_w154_diff1_uniform_n96_026,2.505624213440408e-05,182
pew_w154_diff1_uniform_n208,physical_abilities,27,pew_w154_diff1_uniform_n96_027,0.009145250131968902,34
pew_w154_diff1_uniform_n208,physical_abilities,28,pew_w154_diff1_uniform_n96_028,0.009451044590035733,31
pew_w154_diff1_uniform_n208,physical_abilities,29,pew_w154_diff1_uniform_n96_029,2.616097606264471e-05,178
pew_w154_diff1_uniform_n208,physical_abilities,30,pew_w154_diff1_uniform_n96_030,2.2314338621178715e-05,185
pew_w154_diff1_uniform_n208,physical_abilities,31,pew_w154_diff1_uniform_n96_031,0.07029384925111379,2
pew_w154_diff1_uniform_n208,physical_abilities,32,pew_w154_diff1_uniform_n96_032,0.038135245748954445,8
pew_w154_diff1_uniform_n208,physical_abilities,33,pew_w154_diff1_uniform_n96_033,8.182922563708378e-06,203
pew_w154_diff1_uniform_n208,physical_abilities,34,pew_w154_diff1_uniform_n96_034,6.1890285099239735e-06,208
pew_w154_diff1_uniform_n208,physical_abilities,35,pew_w154_diff1_uniform_n96_035,0.00936043082804168,32
pew_w154_diff1_uniform_n208,physical_abilities,36,pew_w154_diff1_uniform_n96_036,0.011681378580453872,25
pew_w154_diff1_uniform_n208,physical_abilities,37,pew_w154_diff1_uniform_n96_037,2.879292593201138e-05,175
