support_id,job_id,design_type,reason,coverage_item,coverage_option,intensity,coherence,pattern,profile
110,teen_social_life_support_110,option_coverage,additional coverage for career_clarity = A few vague ideas,career_clarity,A few vague ideas,strong,item_specific,{},
111,teen_social_life_support_111,option_coverage,additional coverage for career_clarity = A fairly clear idea,career_clarity,A fairly clear idea,moderate,item_specific,{},
112,teen_social_life_support_112,option_coverage,additional coverage for career_clarity = A very clear plan,career_clarity,A very clear plan,strong,item_specific,{},
113,teen_social_life_support_113,option_coverage,additional coverage for future_optimism = Not at all optimistic,future_optimism,Not at all optimistic,moderate,item_specific,{},
114,teen_social_life_support_114,option_coverage,additional coverage for future_optimism = A little optimistic,future_optimism,A little optimistic,strong,item_specific,{},
115,teen_social_life_support_115,option_coverage,additional coverage for future_optimism = Somewhat optimistic,future_optimism,Somewhat optimistic,moderate,item_specific,{},
116,teen_social_life_support_116,option_coverage,additional coverage for future_optimism = Very optimistic,future_optimism,Very optimistic,strong,item_specific,{},
117,teen_social_life_support_117,option_coverage,additional coverage for peer_belonging = Never,peer_belonging,Never,moderate,item_specific,{},
118,teen_social_life_support_118,option_coverage,additional coverage for peer_belonging = Rarely,peer_belonging,Rarely,strong,item_specific,{},
119,teen_social_life_support_119,option_coverage,additional coverage for peer_belonging = Sometimes,peer_belonging,Sometimes,moderate,item_specific,{},
120,teen_social_life_support_120,option_coverage,additional coverage for peer_belonging = Often,peer_belonging,Often,strong,item_specific,{},
121,teen_social_life_support_121,option_coverage,additional coverage for social_media_hours = Less than one hour,social_media_hours,Less than one hour,moderate,item_specific,{},
122,teen_social_life_support_122,option_coverage,additional coverage for social_media_hours = One to three hours,social_media_hours,One to three hours,strong,item_specific,{},
123,teen_social_life_support_123,option_coverage,additional coverage for social_media_hours = Four or more hours,social_media_hours,Four or more hours,moderate,item_specific,{},
124,teen_social_life_support_124,option_coverage,additional coverage for posting_frequency = Never or almost never,posting_frequency,Never or almost never,strong,item_specific,{},
125,teen_social_life_support_125,option_coverage,additional coverage for posting_frequency = Less than once a week,posting_frequency,Less than once a week,moderate,item_specific,{},
126,teen_social_life_support_126,option_coverage,additional coverage for posting_frequency = A few times a week,posting_frequency,A few times a week,strong,item_specific,{},
127,teen_social_life_support_127,option_coverage,additional coverage for posting_frequency = At least once a day,posting_frequency,At least once a day,moderate,item_specific,{},
128,teen_social_life_support_128,option_coverage,additional coverage for late_night_use = Never,late_night_use,Never,strong,item_specific,{},
129,teen_social_life_support_129,option_coverage,additional coverage for late_night_use = Rarely,late_night_use,Rarely,moderate,item_specific,{},
130,teen_social_life_support_130,option_coverage,additional coverage for late_night_use = Sometimes,late_night_use,Sometimes,strong,item_specific,{},
131,teen_social_life_support_131,option_coverage,additional coverage for late_night_use = Often,late_night_use,Often,moderate,item_specific,{},
132,teen_social_life_support_132,option_coverage,additional coverage for sleep_interference = Never,sleep_interference,Never,strong,item_specific,{},
133,teen_social_life_support_133,option_coverage,additional coverage for sleep_interference = Rarely,sleep_interference,Rarely,moderate,item_specific,{},
134,teen_social_life_support_134,option_coverage,additional coverage for sleep_interference = Sometimes,sleep_interference,Sometimes,strong,item_specific,{},
135,teen_social_life_support_135,option_coverage,additional coverage for sleep_interference = Often,sleep_interference,Often,moderate,item_specific,{},
136,teen_social_life_support_136,option_coverage,additional coverage for social_comparison = Never,social_comparison,Never,strong,item_specific,{},
137,teen_social_life_support_137,option_coverage,additional coverage for social_comparison = Rarely,social_comparison,Rarely,moderate,item_specific,{},
138,teen_social_life_support_138,option_coverage,additional coverage for social_comparison = Sometimes,social_comparison,Sometimes,strong,item_specific,{},
139,teen_social_life_support_139,option_coverage,additional coverage for social_comparison = Often,social_comparison,Often,moderate,item_specific,{},
140,teen_social_life_support_140,option_coverage,additional coverage for connection_effect = Makes me feel less connected,connection_effect,Makes me feel less connected,strong,item_specific,{},
141,teen_social_life_support_141,option_coverage,additional coverage for connection_effect = Makes little difference,connection_effect,Makes little difference,moderate,item_specific,{},
142,teen_social_life_support_142,option_coverage,additional coverage for connection_effect = Makes me feel more connected,connection_effect,Makes me feel more connected,strong,item_specific,{},
143,teen_social_life_support_143,option_coverage,additional coverage for parental_rules = No rules,parental_rules,No rules,moderate,item_specific,{},
144,teen_social_life_support_144,option_coverage,additional coverage for parental_rules = A few loose rules,parental_rules,A few loose rules,strong,item_specific,{},
145,teen_social_life_support_145,option_coverage,additional coverage for parental_rules = Some clear rules,parental_rules,Some clear rules,moderate,item_specific,{},
146,teen_social_life_support_146,option_coverage,additional coverage for parental_rules = Very strict rules,parental_rules,Very strict rules,strong,item_specific,{},
147,teen_social_life_support_147,option_coverage,additional coverage for primary_platform = TikTok,primary_platform,TikTok,moderate,item_specific,{},
148,teen_social_life_support_148,option_coverage,additional coverage for primary_platform = Instagram,primary_platform,Instagram,strong,item_specific,{},
149,teen_social_life_support_149,option_coverage,additional coverage for primary_platform = YouTube,primary_platform,YouTube,moderate,item_specific,{},
150,teen_social_life_support_150,option_coverage,additional coverage for primary_platform = Snapchat,primary_platform,Snapchat,strong,item_specific,{},
151,teen_social_life_support_151,option_coverage,additional coverage for primary_platform = Another platform,primary_platform,Another platform,moderate,item_specific,{},
152,teen_social_life_support_152,option_coverage,additional coverage for primary_platform = I do not use social media,primary_platform,I do not use social media,strong,item_specific,{},
153,teen_social_life_support_153,option_coverage,additional coverage for school_effort = Never,school_effort,Never,moderate,item_specific,{},
154,teen_social_life_support_154,option_coverage,additional coverage for school_effort = Rarely,school_effort,Rarely,strong,item_specific,{},
155,teen_social_life_support_155,option_coverage,additional coverage for school_effort = Sometimes,school_effort,Sometimes,moderate,item_specific,{},
156,teen_social_life_support_156,option_coverage,additional coverage for school_effort = Often,school_effort,Often,strong,item_specific,{},
157,teen_social_life_support_157,option_coverage,additional coverage for academic_confidence = Not at all confident,academic_confidence,Not at all confident,moderate,item_specific,{},
158,teen_social_life_support_158,option_coverage,additional coverage for academic_confidence = A little confident,academic_confidence,A little confident,strong,item_specific,{},
159,teen_social_life_support_159,option_coverage,additional coverage for academic_confidence = Somewhat confident,academic_confidence,Somewhat confident,moderate,item_specific,{},
160,teen_social_life_support_160,option_coverage,additional coverage for academic_confidence = Very confident,academic_confidence,Very confident,strong,item_specific,{},
161,teen_social_life_support_161,option_coverage,additional coverage for homework_distraction = Never,homework_distraction,Never,moderate,item_specific,{},
162,teen_social_life_support_162,option_coverage,additional coverage for homework_distraction = Rarely,homework_distraction,Rarely,strong,item_specific,{},
163,teen_social_life_support_163,option_coverage,additional coverage for homework_distraction = Sometimes,homework_distraction,Sometimes,moderate,item_specific,{},
164,teen_social_life_support_164,option_coverage,additional coverage for homework_distraction = Often,homework_distraction,Often,strong,item_specific,{},
165,teen_social_life_support_165,option_coverage,additional coverage for organized_activity = Never,organized_activity,Never,moderate,item_specific,{},
166,teen_social_life_support_166,option_coverage,additional coverage for organized_activity = Less than once a week,organized_activity,Less than once a week,strong,item_specific,{},
167,teen_social_life_support_167,option_coverage,additional coverage for organized_activity = One or two days a week,organized_activity,One or two days a week,moderate,item_specific,{},
168,teen_social_life_support_168,option_coverage,additional coverage for organized_activity = Three or more days a week,organized_activity,Three or more days a week,strong,item_specific,{},
169,teen_social_life_support_169,option_coverage,additional coverage for career_clarity = No clear idea,career_clarity,No clear idea,moderate,item_specific,{},
170,teen_social_life_support_170,option_coverage,additional coverage for career_clarity = A few vague ideas,career_clarity,A few vague ideas,strong,item_specific,{},
171,teen_social_life_support_171,option_coverage,additional coverage for career_clarity = A fairly clear idea,career_clarity,A fairly clear idea,moderate,item_specific,{},
172,teen_social_life_support_172,option_coverage,additional coverage for career_clarity = A very clear plan,career_clarity,A very clear plan,strong,item_specific,{},
173,teen_social_life_support_173,option_coverage,additional coverage for future_optimism = Not at all optimistic,future_optimism,Not at all optimistic,moderate,item_specific,{},
174,teen_social_life_support_174,option_coverage,additional coverage for future_optimism = A little optimistic,future_optimism,A little optimistic,strong,item_specific,{},
175,teen_social_life_support_175,option_coverage,additional coverage for future_optimism = Somewhat optimistic,future_optimism,Somewhat optimistic,moderate,item_specific,{},
176,teen_social_life_support_176,option_coverage,additional coverage for future_optimism = Very optimistic,future_optimism,Very optimistic,strong,item_specific,{},
177,teen_social_life_support_177,option_coverage,additional coverage for peer_belonging = Never,peer_belonging,Never,moderate,item_specific,{},
178,teen_social_life_support_178,option_coverage,additional coverage for peer_belonging = Rarely,peer_belonging,Rarely,strong,item_specific,{},
179,teen_social_life_support_179,option_coverage,additional coverage for peer_belonging = Sometimes,peer_belonging,Sometimes,moderate,item_specific,{},
180,teen_social_life_support_180,option_coverage,additional coverage for peer_belonging = Often,peer_belonging,Often,strong,item_specific,{},
181,teen_social_life_support_181,option_coverage,additional coverage for social_media_hours = Less than one hour,social_media_hours,Less than one hour,moderate,item_specific,{},
182,teen_social_life_support_182,option_coverage,additional coverage for social_media_hours = One to three hours,social_media_hours,One to three hours,strong,item_specific,{},
183,teen_social_life_support_183,option_coverage,additional coverage for social_media_hours = Four or more hours,social_media_hours,Four or more hours,moderate,item_specific,{},
184,teen_social_life_support_184,option_coverage,additional coverage for posting_frequency = Never or almost never,posting_frequency,Never or almost never,strong,item_specific,{},
185,teen_social_life_support_185,option_coverage,additional coverage for posting_frequency = Less than once a week,posting_frequency,Less than once a week,moderate,item_specific,{},
186,teen_social_life_support_186,option_coverage,additional coverage for posting_frequency = A few times a week,posting_frequency,A few times a week,strong,item_specific,{},
187,teen_social_life_support_187,option_coverage,additional coverage for posting_frequency = At least once a day,posting_frequency,At least once a day,moderate,item_specific,{},
188,teen_social_life_support_188,option_coverage,additional coverage for late_night_use = Never,late_night_use,Never,strong,item_specific,{},
189,teen_social_life_support_189,option_coverage,additional coverage for late_night_use = Rarely,late_night_use,Rarely,moderate,item_specific,{},
190,teen_social_life_support_190,option_coverage,additional coverage for late_night_use = Sometimes,late_night_use,Sometimes,strong,item_specific,{},
191,teen_social_life_support_191,option_coverage,additional coverage for late_night_use = Often,late_night_use,Often,moderate,item_specific,{},
192,teen_social_life_support_192,option_coverage,additional coverage for sleep_interference = Never,sleep_interference,Never,strong,item_specific,{},
193,teen_social_life_support_193,option_coverage,additional coverage for sleep_interference = Rarely,sleep_interference,Rarely,moderate,item_specific,{},
194,teen_social_life_support_194,option_coverage,additional coverage for sleep_interference = Sometimes,sleep_interference,Sometimes,strong,item_specific,{},
195,teen_social_life_support_195,option_coverage,additional coverage for sleep_interference = Often,sleep_interference,Often,moderate,item_specific,{},
196,teen_social_life_support_196,option_coverage,additional coverage for social_comparison = Never,social_comparison,Never,strong,item_specific,{},
197,teen_social_life_support_197,option_coverage,additional coverage for social_comparison = Rarely,social_comparison,Rarely,moderate,item_specific,{},
198,teen_social_life_support_198,option_coverage,additional coverage for social_comparison = Sometimes,social_comparison,Sometimes,strong,item_specific,{},
199,teen_social_life_support_199,option_coverage,additional coverage for social_comparison = Often,social_comparison,Often,moderate,item_specific,{},
200,teen_social_life_support_200,option_coverage,additional coverage for connection_effect = Makes me feel less connected,connection_effect,Makes me feel less connected,strong,item_specific,{},
201,teen_social_life_support_201,option_coverage,additional coverage for connection_effect = Makes little difference,connection_effect,Makes little difference,moderate,item_specific,{},
202,teen_social_life_support_202,option_coverage,additional coverage for connection_effect = Makes me feel more connected,connection_effect,Makes me feel more connected,strong,item_specific,{},
203,teen_social_life_support_203,option_coverage,additional coverage for parental_rules = No rules,parental_rules,No rules,moderate,item_specific,{},
204,teen_social_life_support_204,option_coverage,additional coverage for parental_rules = A few loose rules,parental_rules,A few loose rules,strong,item_specific,{},
205,teen_social_life_support_205,option_coverage,additional coverage for parental_rules = Some clear rules,parental_rules,Some clear rules,moderate,item_specific,{},
206,teen_social_life_support_206,option_coverage,additional coverage for parental_rules = Very strict rules,parental_rules,Very strict rules,strong,item_specific,{},
207,teen_social_life_support_207,option_coverage,additional coverage for primary_platform = TikTok,primary_platform,TikTok,moderate,item_specific,{},
208,teen_social_life_support_208,option_coverage,additional coverage for primary_platform = Instagram,primary_platform,Instagram,strong,item_specific,{},
209,teen_social_life_support_209,option_coverage,additional coverage for primary_platform = YouTube,primary_platform,YouTube,moderate,item_specific,{},
210,teen_social_life_support_210,option_coverage,additional coverage for primary_platform = Snapchat,primary_platform,Snapchat,strong,item_specific,{},
211,teen_social_life_support_211,option_coverage,additional coverage for primary_platform = Another platform,primary_platform,Another platform,moderate,item_specific,{},
212,teen_social_life_support_212,option_coverage,additional coverage for primary_platform = I do not use social media,primary_platform,I do not use social media,strong,item_specific,{},
213,teen_social_life_support_213,option_coverage,additional coverage for school_effort = Never,school_effort,Never,moderate,item_specific,{},
214,teen_social_life_support_214,option_coverage,additional coverage for school_effort = Rarely,school_effort,Rarely,strong,item_specific,{},
215,teen_social_life_support_215,option_coverage,additional coverage for school_effort = Sometimes,school_effort,Sometimes,moderate,item_specific,{},
216,teen_social_life_support_216,option_coverage,additional coverage for school_effort = Often,school_effort,Often,strong,item_specific,{},
217,teen_social_life_support_217,option_coverage,additional coverage for academic_confidence = Not at all confident,academic_confidence,Not at all confident,moderate,item_specific,{},
218,teen_social_life_support_218,option_coverage,additional coverage for academic_confidence = A little confident,academic_confidence,A little confident,strong,item_specific,{},
219,teen_social_life_support_219,option_coverage,additional coverage for academic_confidence = Somewhat confident,academic_confidence,Somewhat confident,moderate,item_specific,{},
220,teen_social_life_support_220,option_coverage,additional coverage for academic_confidence = Very confident,academic_confidence,Very confident,strong,item_specific,{},
221,teen_social_life_support_221,option_coverage,additional coverage for homework_distraction = Never,homework_distraction,Never,moderate,item_specific,{},
222,teen_social_life_support_222,option_coverage,additional coverage for homework_distraction = Rarely,homework_distraction,Rarely,strong,item_specific,{},
223,teen_social_life_support_223,option_coverage,additional coverage for homework_distraction = Sometimes,homework_distraction,Sometimes,moderate,item_specific,{},
224,teen_social_life_support_224,option_coverage,additional coverage for homework_distraction = Often,homework_distraction,Often,strong,item_specific,{},
225,teen_social_life_support_225,option_coverage,additional coverage for organized_activity = Never,organized_activity,Never,moderate,item_specific,{},
226,teen_social_life_support_226,option_coverage,additional coverage for organized_activity = Less than once a week,organized_activity,Less than once a week,strong,item_specific,{},
227,teen_social_life_support_227,option_coverage,additional coverage for organized_activity = One or two days a week,organized_activity,One or two days a week,moderate,item_specific,{},
228,teen_social_life_support_228,option_coverage,additional coverage for organized_activity = Three or more days a week,organized_activity,Three or more days a week,strong,item_specific,{},
229,teen_social_life_support_229,option_coverage,additional coverage for career_clarity = No clear idea,career_clarity,No clear idea,moderate,item_specific,{},
230,teen_social_life_support_230,option_coverage,additional coverage for career_clarity = A few vague ideas,career_clarity,A few vague ideas,strong,item_specific,{},
231,teen_social_life_support_231,option_coverage,additional coverage for career_clarity = A fairly clear idea,career_clarity,A fairly clear idea,moderate,item_specific,{},
232,teen_social_life_support_232,option_coverage,additional coverage for career_clarity = A very clear plan,career_clarity,A very clear plan,strong,item_specific,{},
233,teen_social_life_support_233,option_coverage,additional coverage for future_optimism = Not at all optimistic,future_optimism,Not at all optimistic,moderate,item_specific,{},
