support_id,job_id,variant,persona,valid
27,teen_social_big_support_aug1_091,,"Your views on social media are selective and mixed: you do not spend much total time scrolling and you avoid using it after your intended bedtime, but even brief evening check-ins can leave you thinking about posts or waiting on reactions, so it often affects your sleep. You share things a few times a week on a smaller or less common platform, do not feel it changes your friendships much, and have mostly self-managed use because there are no formal parental rules.",True
28,teen_social_big_support_aug1_092,,"Your views on social media are low-key and practical: you spend a modest amount of time browsing or checking in, rarely post, and do not see any one platform as central enough to call it your main social media. You mostly use online spaces to keep up with friends, without feeling pulled into late-night scrolling, sleep disruption, or comparison, and your parents do not really set formal rules because it has not caused problems.",True
29,teen_social_big_support_aug1_093,,"Your views on social media are detached and lurker-oriented: you can spend many hours scrolling or watching social-media-like feeds, but you almost never post and may not think of yourself as having a real social-media presence or primary platform. You usually keep it from cutting into bedtime, it does not make you compare yourself negatively, it does not change how connected you feel to friends, and your parents generally do not set rules around it.",True
30,teen_social_big_support_aug1_094,,"Your views on social media are cautious and restrained: you use it briefly, mostly browse Instagram, and post infrequently. Strict household rules and your own routines keep late-night checking uncommon, so it rarely affects sleep or self-image. Even so, you feel social media can make friendships seem more distant rather than closer.",True
31,teen_social_big_support_aug1_095,,"Your views on social media are mixed: you post and check in regularly, including after bedtime, but your total daily use is usually moderate rather than all day. You often notice that scrolling hurts your sleep and makes you compare yourself negatively, yet it does not really change how connected you feel to friends. With no strict rules at home, your habits are mostly self-managed, and your main social space is a platform outside the biggest named options.",True
32,teen_social_big_support_aug1_096,,"Your views on social media are active but mostly upbeat: you spend a lot of time watching and sharing, often scroll after you meant to stop for the night, but you feel you can usually put it down before it truly hurts your sleep. You mostly use social media to keep up with friends, jokes, videos, and shared interests rather than to compare yourself negatively, and your parents set a few general expectations without closely controlling everything.",True
33,teen_social_big_support_aug1_097,,"Your views on social media are low-key and practical: you have access without much parental monitoring, but you do not feel pulled to spend a lot of time there or post often. You mainly use Snapchat for quick check-ins, sometimes glance at it after bedtime, and usually feel it has little effect on your friendships, sleep, or self-image.",True
34,teen_social_big_support_aug1_098,,"Your views on social media are shaped by using it mostly as a passive, late-night habit rather than a place to post or socialize. You do not spend much total time on it and almost never share anything, but you often end up watching YouTube after you meant to go to sleep, which makes the small amount of use feel disruptive. Because you are not focused on comparing yourself to others, it rarely affects your self-image, yet it can still make you feel less connected to friends since it replaces direct interaction. Your household does not have clear social-media rules, so the bedtime pattern is mostly self-managed.",True
35,teen_social_big_support_aug1_099,,"Your views on social media are cautious and somewhat conflicted: you do not spend much time there or post often, and you mostly use a smaller or less common platform, but the time you do spend can still pull you into comparison and leave you feeling less connected to friends. Even without many parental rules, you usually self-limit, though you still sometimes check it after bedtime and notice it affecting your sleep.",True
36,teen_social_big_support_aug1_100,,"Your views on social media are cautious and somewhat detached: you do not really see yourself as an active social-media user, rarely post, and keep usage within clear boundaries, but when you do look at social platforms or social content, it can still leave you comparing yourself to others and feeling less connected rather than closer to friends.",True
37,teen_social_big_support_aug1_101,,"Your views on social media are mixed: you spend a lot of time mostly watching videos and browsing, especially on YouTube, and you may keep scrolling after you meant to go to bed. You mostly consume rather than post, partly because strict household rules make sharing feel not worth it. You do not see social media as changing your closeness with friends very much, and while it does not usually feel like the main reason you lose sleep, it can often leave you comparing yourself negatively to others.",True
38,teen_social_big_support_aug1_102,,"Your views on social media are conflicted: you spend a lot of time scrolling and post or share frequently, but you do not see any single app as your real “primary” platform and might even describe yourself as not really using social media. You have few outside rules, usually keep late-night use from ruining sleep, but still often compare yourself negatively to what you see online and feel it does not change your friendships much.",True
39,teen_social_big_support_aug1_103,,"You mostly stay off social media because the rules around it are very strict, and you do not have a regular posting presence or a main platform you identify as using. When you do look at social content, it is usually brief, passive checking or watching, sometimes after your intended bedtime. Because those late-night checks are short and not very emotionally important to you, you do not see them as hurting your sleep, making you compare yourself negatively, or changing how connected you feel to friends.",True
40,teen_social_big_support_aug1_104,,"Your views on social media are cautious and bounded by strict household rules: you mostly stay off major platforms and may not think of yourself as a social-media user, but you still occasionally share or post in a limited, parent-approved space a few times a week. Because you keep sessions short and avoid bedtime use, it rarely affects your sleep or makes you compare yourself negatively, while the small amount you do use helps you feel connected to friends.",True
41,teen_social_big_support_aug1_105,,"Your views on social media are practical and rule-bound: you use it moderately, mostly Snapchat, and share a few times a week rather than constantly. Very strict rules keep you from using it after your intended bedtime, but social media still often interferes with sleep because earlier scrolling can delay homework, wind-down time, or getting mentally settled. You do not usually feel worse from comparing yourself to others, and you see social media as making little difference in how connected you feel to friends.",True
42,teen_social_big_support_aug1_106,,"Your views on social media are cautious and low-use: you mostly watch YouTube rather than post, follow very strict household rules, and usually keep it from cutting into bedtime or sleep. You can still notice comparison feelings, and because your use is limited and more passive, it may make friendships feel a bit more distant rather than closer.",True
43,teen_social_big_support_aug1_107,,"Your views on social media are active but guarded: you post or share daily and spend a moderate amount of time, mostly around YouTube, yet you try not to let it push past bedtime. It does not usually make you compare yourself to others, but the constant stream can still leave friendships feeling thinner or more performative, and even occasional evening checking can sometimes get in the way of sleep. Your parents set a few loose expectations rather than strict controls.",True
44,teen_social_big_support_aug1_108,,"Your views on social media are that it is a frequent background activity for scrolling, watching stories, and keeping up with what people are doing, especially on Instagram, but not something you use much for posting yourself. You can spend a lot of total time on it without feeling that it strongly changes your friendships, hurts your sleep, or makes you compare yourself negatively very often, partly because you usually stop before bedtime and have some clear household rules around use.",True
45,teen_social_big_support_aug1_109,,"Your views on social media are mixed and selective: you keep your time fairly limited and usually avoid scrolling after bedtime, but when you do log on you tend to use TikTok and share things a few times a week. Even with limited use, the content can make you compare yourself to others and feel more distant from friends, while your household has only loose expectations rather than strict rules.",True
46,teen_social_big_support_aug1_110,,"Your views on social media are cautious but not completely disengaged: you spend little total time on it and mostly use YouTube, yet you still post or share a few times a week. You do not often compare yourself negatively to others, but social media can feel more isolating than connecting, and even limited use can stick in your mind enough to disrupt sleep. Your parents have a few loose rules, so you have some boundaries without feeling tightly monitored.",True
47,teen_social_big_support_aug1_111,,"Your views on social media are cautious and a little contradictory: you do not really think of yourself as a social-media user and have no main platform, but you may briefly post or share something in a limited, routine way. You keep usage short, avoid being online after bedtime, and usually protect your sleep. Still, when you do look at others' posts, you sometimes compare yourself negatively and feel that online interaction can make friendships feel less close. Your parents have some clear rules, which mostly reinforce habits you already prefer.",True
48,teen_social_big_support_aug1_112,,"Your views on social media are mixed and somewhat cautious: you use it regularly but within limits, post a few times a week, and sometimes stay on later than planned. Even though you participate, it can leave you feeling less connected to friends, spark occasional comparison, and sometimes affect your sleep. Very strict rules at home shape how and when you use it, and your main online space is a platform outside the biggest named options.",True
49,teen_social_big_support_aug1_113,,"Your views on social media are low-key and practical: you check it for a moderate amount of time, often while winding down after bedtime, but you do not post much and do not feel it strongly affects your sleep, friendships, or self-image. You mostly use a platform outside the biggest named apps, and because social media has not caused many conflicts or problems for you, there are not many parental rules around it.",True
50,teen_social_big_support_aug1_114,,"Your views on social media are shaped by being a heavy but mostly passive Instagram user: you spend a lot of time scrolling and watching, but you almost never post. You try not to use it after bedtime, yet the time you spend earlier can still leave you wired or distracted enough to hurt your sleep. You do not usually compare yourself negatively to others, but the experience can still feel distant or isolating rather than genuinely connecting. Your social-media use is mostly self-managed, with few or no parental rules.",True
51,teen_social_big_support_aug1_115,,"Your views on social media are shaped by being a heavy but mostly private browser: you spend a lot of time on a less mainstream platform reading, watching, or lurking rather than posting. You do not feel pulled into comparing your life to others, but the time still leaves you feeling oddly less connected to friends and often cuts into sleep by keeping your mind busy earlier in the evening, even though you usually stop once it is actually bedtime. With no strong household rules, you manage it mostly on your own.",True
52,teen_social_big_support_aug1_116,,"Your views on social media are practical and mixed: you usually keep total scrolling time low and avoid using it after bedtime, but you still post or share quick things regularly. YouTube feels like your main place online, and social media does not change your friendships much, though even short sessions can sometimes affect sleep and often lead you to compare yourself negatively with what others show.",True
53,teen_social_big_support_aug1_117,,"Your views on social media are shaped by keeping it at arm’s length: you do not really count yourself as a social-media user, since you only dip into a low-profile account to post updates a few times a week and spend under an hour total. You avoid scrolling after bedtime, but the pressure to keep up with posts earlier in the day still often leaves you thinking about it when trying to sleep. You rarely compare yourself to people online, yet the apps make friendships feel thinner rather than closer, and some clear rules help keep your use bounded.",True
54,teen_social_big_support_aug1_118,,"Your views on social media are conflicted: you keep total time fairly low and mostly use YouTube in short bursts, but you still post quick updates daily and often check after bedtime. You have some clear rules that keep it from usually hurting your sleep, yet what you see can trigger comparison and make friend connections feel thinner rather than closer.",True
55,teen_social_big_support_aug1_119,,"Your views on social media are mixed and a little wary: you check it most days for a moderate amount of time, mostly to keep up with friends on Snapchat, but you do not post much yourself. You often end up scrolling later than you meant to, and while it only sometimes cuts into your sleep, it often leaves you comparing yourself negatively to others. You do not feel like social media really changes how connected you are to friends, and the rules around it at home feel present but loose.",True
56,teen_social_big_support_aug1_120,,"Your views on social media are shaped by using it lightly and mostly as a background tool rather than a main way to socialize. You rarely post, do not usually stay up late because of it, and only occasionally feel pulled into comparison, but the overall experience can still make friendships feel thinner or more distant than direct contact. You do not have many formal rules at home because you mostly limit your own use, and when you do go online, your main space is more likely to be a smaller or less mainstream platform than the biggest teen apps.",True
57,teen_social_big_support_aug1_121,,"Your views on social media are cautious and conflicted: you do not spend much time on it because the rules around your use are very strict, but you still post or share a few times a week on a less mainstream platform. Even with limited use, you sometimes check it after bedtime and feel it can sometimes interfere with sleep. You often end up comparing yourself negatively to others, and overall it makes you feel less connected to friends rather than closer.",True
58,teen_social_big_support_aug1_122,,"Your views on social media reflect being a heavy but mostly private browser: you spend a lot of time on Instagram, often scrolling after you meant to go to bed, but you usually do not post much yourself. You can feel caught up in comparing your life or appearance to what others share, yet you still see social media as a key way to keep up with friends and feel included. Because you do not see it as seriously hurting your sleep and you do not have many parental limits, your habits stay fairly self-directed.",True
59,teen_social_big_support_aug1_123,,"Your views on social media are shaped by heavy, mostly passive use: you spend a lot of time scrolling and checking messages, especially on Snapchat late at night, but you do not see it as costing you sleep. You rarely post publicly, compare yourself to others more than you want to, and often come away feeling less genuinely connected even though there are few or no rules limiting your use.",True
60,teen_social_big_support_aug1_124,,"Your views on social media are mixed: you spend a lot of time on TikTok and post often because it is part of your routine, but it does not make friendships feel deeper and can pull you away from sleep. You do not usually compare yourself negatively to others online, and without formal rules at home, you manage the tradeoffs mostly on your own.",True
61,teen_social_big_support_aug1_125,,"Your views on social media are conflicted: you spend a lot of time in online feeds and post or share frequently, but you do not really identify as a social-media user or feel loyal to one main platform. You keep firm boundaries around bedtime, so it rarely affects your sleep, yet the time you spend online often leaves you comparing yourself negatively and feeling less connected to friends. Your parents have some clear rules, which you mostly follow.",True
62,teen_social_big_support_aug1_126,,"Your views on social media are active and upbeat but bounded by structure: you spend a lot of time on it and post frequently, mainly on TikTok, because it helps you keep up with friends and feel connected. At the same time, strict parental rules and your own routines keep it from usually spilling into bedtime, sleep, or negative comparison.",True
63,teen_social_big_support_aug1_127,,"Your views on social media are shaped by spending a lot of time watching videos, especially on YouTube, while posting only occasionally. You mostly avoid using social media after bedtime because there are some clear household rules, but all the time spent online can still sometimes cut into sleep. You do not usually feel worse about yourself from comparisons, yet social media can feel less connecting because watching content often replaces more direct time with friends.",True
64,teen_social_big_support_aug1_128,,"Your views on social media are cautious but not totally negative: you mostly keep it to brief check-ins, rarely post, and usually avoid using it late because strict household rules make limits feel normal. Snapchat feels like the main place where staying in touch with friends happens, so it can make you feel more connected even though looking at others' posts or stories can still make you compare yourself unfavorably.",True
